"","año","mes","fecha","ciudad","temperatura"
"527",2003,"NOV","2003/11/1","Bogota",13.3
"528",2004,"NOV","2004/11/1","Bogota",13.7
"529",2005,"NOV","2005/11/1","Bogota",13.3
"530",2006,"NOV","2006/11/1","Bogota",NA
"531",2007,"NOV","2007/11/1","Bogota",13.2
"532",2008,"NOV","2008/11/1","Bogota",13.6
"533",2009,"NOV","2009/11/1","Bogota",13.6
"534",2010,"NOV","2010/11/1","Bogota",NA
"535",2011,"NOV","2011/11/1","Bogota",NA
"536",2012,"NOV","2012/11/1","Bogota",13.6
"537",2013,"NOV","2013/11/1","Bogota",13.5
"538",2014,"NOV","2014/11/1","Bogota",13.8
"539",2015,"NOV","2015/11/1","Bogota",NA
"540",1967,"DEC","1967/12/1","Bogota",12.8
"541",1968,"DEC","1968/12/1","Bogota",12.2
"542",1969,"DEC","1969/12/1","Bogota",NA
"543",1970,"DEC","1970/12/1","Bogota",12.6
"544",1971,"DEC","1971/12/1","Bogota",12.5
"545",1972,"DEC","1972/12/1","Bogota",13.3
"546",1973,"DEC","1973/12/1","Bogota",12.5
"547",1974,"DEC","1974/12/1","Bogota",12
"548",1975,"DEC","1975/12/1","Bogota",12.3
"549",1976,"DEC","1976/12/1","Bogota",NA
"550",1977,"DEC","1977/12/1","Bogota",NA
"551",1978,"DEC","1978/12/1","Bogota",NA
"552",1979,"DEC","1979/12/1","Bogota",13.2
"553",1980,"DEC","1980/12/1","Bogota",12.8
"554",1981,"DEC","1981/12/1","Bogota",13.3
"555",1982,"DEC","1982/12/1","Bogota",13.7
"556",1983,"DEC","1983/12/1","Bogota",12.6
"557",1984,"DEC","1984/12/1","Bogota",12.7
"558",1985,"DEC","1985/12/1","Bogota",12.3
"559",1986,"DEC","1986/12/1","Bogota",12.8
"560",1987,"DEC","1987/12/1","Bogota",13.1
"561",1988,"DEC","1988/12/1","Bogota",12.4
"562",1989,"DEC","1989/12/1","Bogota",12.4
"563",1990,"DEC","1990/12/1","Bogota",13.2
"564",1991,"DEC","1991/12/1","Bogota",13.8
"565",1992,"DEC","1992/12/1","Bogota",13.5
"566",1993,"DEC","1993/12/1","Bogota",13.5
"567",1994,"DEC","1994/12/1","Bogota",12.9
"568",1995,"DEC","1995/12/1","Bogota",12.1
"569",1996,"DEC","1996/12/1","Bogota",NA
"570",1997,"DEC","1997/12/1","Bogota",NA
"571",1998,"DEC","1998/12/1","Bogota",13.5
"572",1999,"DEC","1999/12/1","Bogota",13
"573",2000,"DEC","2000/12/1","Bogota",13.3
"574",2001,"DEC","2001/12/1","Bogota",14.5
"575",2002,"DEC","2002/12/1","Bogota",14.3
"576",2003,"DEC","2003/12/1","Bogota",13.3
"577",2004,"DEC","2004/12/1","Bogota",13.3
"578",2005,"DEC","2005/12/1","Bogota",13.1
"579",2006,"DEC","2006/12/1","Bogota",13.5
"580",2007,"DEC","2007/12/1","Bogota",12.9
"581",2008,"DEC","2008/12/1","Bogota",13.1
"582",2009,"DEC","2009/12/1","Bogota",13.8
"583",2010,"DEC","2010/12/1","Bogota",NA
"584",2011,"DEC","2011/12/1","Bogota",NA
"585",2012,"DEC","2012/12/1","Bogota",NA
"586",2013,"DEC","2013/12/1","Bogota",13.5
"587",2014,"DEC","2014/12/1","Bogota",13.5
"588",2015,"DEC","2015/12/1","Bogota",NA
"589",1951,"JAN","1951/1/1","Cali",22.7
"590",1952,"JAN","1952/1/1","Cali",23.8
"591",1953,"JAN","1953/1/1","Cali",23.1
"592",1954,"JAN","1954/1/1","Cali",24
"593",1955,"JAN","1955/1/1","Cali",24.2
"594",1956,"JAN","1956/1/1","Cali",23.7
"595",1957,"JAN","1957/1/1","Cali",24.9
"596",1958,"JAN","1958/1/1","Cali",NA
"597",1959,"JAN","1959/1/1","Cali",NA
"598",1960,"JAN","1960/1/1","Cali",22.9
"599",1961,"JAN","1961/1/1","Cali",23.5
"600",1962,"JAN","1962/1/1","Cali",22.7
"601",1963,"JAN","1963/1/1","Cali",23.1
"602",1964,"JAN","1964/1/1","Cali",24.2
"603",1965,"JAN","1965/1/1","Cali",NA
"604",1966,"JAN","1966/1/1","Cali",NA
"605",1967,"JAN","1967/1/1","Cali",22.8
"606",1968,"JAN","1968/1/1","Cali",22.8
"607",1969,"JAN","1969/1/1","Cali",22.8
"608",1970,"JAN","1970/1/1","Cali",23.2
"609",1971,"JAN","1971/1/1","Cali",22.9
"610",1972,"JAN","1972/1/1","Cali",23
"611",1973,"JAN","1973/1/1","Cali",NA
"612",1974,"JAN","1974/1/1","Cali",22.6
"613",1975,"JAN","1975/1/1","Cali",23.4
"614",1976,"JAN","1976/1/1","Cali",23
"615",1977,"JAN","1977/1/1","Cali",24.2
"616",1978,"JAN","1978/1/1","Cali",23.6
"617",1979,"JAN","1979/1/1","Cali",23.5
"618",1980,"JAN","1980/1/1","Cali",23.3
"619",1981,"JAN","1981/1/1","Cali",23.9
"620",1982,"JAN","1982/1/1","Cali",23.3
"621",1983,"JAN","1983/1/1","Cali",25
"622",1984,"JAN","1984/1/1","Cali",22.2
"623",1985,"JAN","1985/1/1","Cali",22.8
"624",1986,"JAN","1986/1/1","Cali",23.4
"625",1987,"JAN","1987/1/1","Cali",24.5
"626",1988,"JAN","1988/1/1","Cali",24.5
"627",1989,"JAN","1989/1/1","Cali",23
"628",1990,"JAN","1990/1/1","Cali",23.7
"629",1991,"JAN","1991/1/1","Cali",24
"630",1992,"JAN","1992/1/1","Cali",24.1
"631",1993,"JAN","1993/1/1","Cali",23.5
"632",1994,"JAN","1994/1/1","Cali",23.8
"633",1995,"JAN","1995/1/1","Cali",24.8
"634",1996,"JAN","1996/1/1","Cali",22.7
"635",1997,"JAN","1997/1/1","Cali",23.5
"636",1998,"JAN","1998/1/1","Cali",25.3
"637",1999,"JAN","1999/1/1","Cali",23.4
"638",2000,"JAN","2000/1/1","Cali",23.2
"639",2001,"JAN","2001/1/1","Cali",22.9
"640",2002,"JAN","2002/1/1","Cali",23.9
"641",2003,"JAN","2003/1/1","Cali",24.3
"642",2004,"JAN","2004/1/1","Cali",23.3
"643",2005,"JAN","2005/1/1","Cali",23.6
"644",2006,"JAN","2006/1/1","Cali",23
"645",2007,"JAN","2007/1/1","Cali",24.4
"646",2008,"JAN","2008/1/1","Cali",23.1
"647",2009,"JAN","2009/1/1","Cali",23.1
"648",2010,"JAN","2010/1/1","Cali",24.8
"649",2011,"JAN","2011/1/1","Cali",23.5
"650",2012,"JAN","2012/1/1","Cali",23.1
"651",2013,"JAN","2013/1/1","Cali",24.8
"652",2014,"JAN","2014/1/1","Cali",23.8
"653",1951,"FEB","1951/2/1","Cali",22.8
"654",1952,"FEB","1952/2/1","Cali",23.3
"655",1953,"FEB","1953/2/1","Cali",23.7
"656",1954,"FEB","1954/2/1","Cali",23.8
"657",1955,"FEB","1955/2/1","Cali",24.4
"658",1956,"FEB","1956/2/1","Cali",23.6
"659",1957,"FEB","1957/2/1","Cali",25
"660",1958,"FEB","1958/2/1","Cali",NA
"661",1959,"FEB","1959/2/1","Cali",23.5
"662",1960,"FEB","1960/2/1","Cali",23
"663",1961,"FEB","1961/2/1","Cali",23.7
"664",1962,"FEB","1962/2/1","Cali",22.7
"665",1963,"FEB","1963/2/1","Cali",22.1
"666",1964,"FEB","1964/2/1","Cali",24
"667",1965,"FEB","1965/2/1","Cali",NA
"668",1966,"FEB","1966/2/1","Cali",NA
"669",1967,"FEB","1967/2/1","Cali",22.9
"670",1968,"FEB","1968/2/1","Cali",22.7
"671",1969,"FEB","1969/2/1","Cali",23.5
"672",1970,"FEB","1970/2/1","Cali",23.1
"673",1971,"FEB","1971/2/1","Cali",23
"674",1972,"FEB","1972/2/1","Cali",23.4
"675",1973,"FEB","1973/2/1","Cali",NA
"676",1974,"FEB","1974/2/1","Cali",22.6
"677",1975,"FEB","1975/2/1","Cali",22.8
"678",1976,"FEB","1976/2/1","Cali",22.7
"679",1977,"FEB","1977/2/1","Cali",24.2
"680",1978,"FEB","1978/2/1","Cali",24.5
"681",1979,"FEB","1979/2/1","Cali",24.1
"682",1980,"FEB","1980/2/1","Cali",24
"683",1981,"FEB","1981/2/1","Cali",23.7
"684",1982,"FEB","1982/2/1","Cali",23.5
"685",1983,"FEB","1983/2/1","Cali",25.6
"686",1984,"FEB","1984/2/1","Cali",22.8
"687",1985,"FEB","1985/2/1","Cali",23.7
"688",1986,"FEB","1986/2/1","Cali",22.9
"689",1987,"FEB","1987/2/1","Cali",23.6
"690",1988,"FEB","1988/2/1","Cali",24.4
"691",1989,"FEB","1989/2/1","Cali",23
"692",1990,"FEB","1990/2/1","Cali",22.9
"693",1991,"FEB","1991/2/1","Cali",24.7
"694",1992,"FEB","1992/2/1","Cali",24.9
"695",1993,"FEB","1993/2/1","Cali",23.8
"696",1994,"FEB","1994/2/1","Cali",24
"697",1995,"FEB","1995/2/1","Cali",24.9
"698",1996,"FEB","1996/2/1","Cali",22.6
"699",1997,"FEB","1997/2/1","Cali",23.9
"700",1998,"FEB","1998/2/1","Cali",25.2
"701",1999,"FEB","1999/2/1","Cali",23.3
"702",2000,"FEB","2000/2/1","Cali",23.3
"703",2001,"FEB","2001/2/1","Cali",23.8
"704",2002,"FEB","2002/2/1","Cali",24.3
"705",2003,"FEB","2003/2/1","Cali",24.2
"706",2004,"FEB","2004/2/1","Cali",23.9
"707",2005,"FEB","2005/2/1","Cali",24.3
"708",2006,"FEB","2006/2/1","Cali",23.9
"709",2007,"FEB","2007/2/1","Cali",24.2
"710",2008,"FEB","2008/2/1","Cali",NA
"711",2009,"FEB","2009/2/1","Cali",23.6
"712",2010,"FEB","2010/2/1","Cali",25
"713",2011,"FEB","2011/2/1","Cali",23.2
"714",2012,"FEB","2012/2/1","Cali",22.9
"715",2013,"FEB","2013/2/1","Cali",23.7
"716",2014,"FEB","2014/2/1","Cali",23.9
"717",1951,"MAR","1951/3/1","Cali",24.4
"718",1952,"MAR","1952/3/1","Cali",23.5
"719",1953,"MAR","1953/3/1","Cali",23.9
"720",1954,"MAR","1954/3/1","Cali",23.3
"721",1955,"MAR","1955/3/1","Cali",24.1
"722",1956,"MAR","1956/3/1","Cali",24.4
"723",1957,"MAR","1957/3/1","Cali",24
"724",1958,"MAR","1958/3/1","Cali",NA
"725",1959,"MAR","1959/3/1","Cali",23.7
"726",1960,"MAR","1960/3/1","Cali",23.1
"727",1961,"MAR","1961/3/1","Cali",23.4
"728",1962,"MAR","1962/3/1","Cali",22.1
"729",1963,"MAR","1963/3/1","Cali",23.1
"730",1964,"MAR","1964/3/1","Cali",24.1
"731",1965,"MAR","1965/3/1","Cali",NA
"732",1966,"MAR","1966/3/1","Cali",23
"733",1967,"MAR","1967/3/1","Cali",23.1
"734",1968,"MAR","1968/3/1","Cali",22.7
"735",1969,"MAR","1969/3/1","Cali",20.8
"736",1970,"MAR","1970/3/1","Cali",23.2
"737",1971,"MAR","1971/3/1","Cali",23.2
"738",1972,"MAR","1972/3/1","Cali",23.5
"739",1973,"MAR","1973/3/1","Cali",NA
"740",1974,"MAR","1974/3/1","Cali",22.7
"741",1975,"MAR","1975/3/1","Cali",23.2
"742",1976,"MAR","1976/3/1","Cali",23.4
"743",1977,"MAR","1977/3/1","Cali",24.9
"744",1978,"MAR","1978/3/1","Cali",23.7
"745",1979,"MAR","1979/3/1","Cali",23.9
"746",1980,"MAR","1980/3/1","Cali",24.6
"747",1981,"MAR","1981/3/1","Cali",24
"748",1982,"MAR","1982/3/1","Cali",23.4
"749",1983,"MAR","1983/3/1","Cali",25
"750",1984,"MAR","1984/3/1","Cali",23.6
"751",1985,"MAR","1985/3/1","Cali",24.2
"752",1986,"MAR","1986/3/1","Cali",23
"753",1987,"MAR","1987/3/1","Cali",24
"754",1988,"MAR","1988/3/1","Cali",25.1
"755",1989,"MAR","1989/3/1","Cali",23.1
"756",1990,"MAR","1990/3/1","Cali",24.8
"757",1991,"MAR","1991/3/1","Cali",23.8
"758",1992,"MAR","1992/3/1","Cali",25
"759",1993,"MAR","1993/3/1","Cali",23.3
"760",1994,"MAR","1994/3/1","Cali",23.6
"761",1995,"MAR","1995/3/1","Cali",24.7
"762",1996,"MAR","1996/3/1","Cali",22.5
"763",1997,"MAR","1997/3/1","Cali",24
"764",1998,"MAR","1998/3/1","Cali",24.9
"765",1999,"MAR","1999/3/1","Cali",23.8
"766",2000,"MAR","2000/3/1","Cali",23.5
"767",2001,"MAR","2001/3/1","Cali",23.3
"768",2002,"MAR","2002/3/1","Cali",23.8
"769",2003,"MAR","2003/3/1","Cali",23.9
"770",2004,"MAR","2004/3/1","Cali",24.6
"771",2005,"MAR","2005/3/1","Cali",23.8
"772",2006,"MAR","2006/3/1","Cali",23.3
"773",2007,"MAR","2007/3/1","Cali",23.7
"774",2008,"MAR","2008/3/1","Cali",NA
"775",2009,"MAR","2009/3/1","Cali",22.1
"776",2010,"MAR","2010/3/1","Cali",25.4
"777",2011,"MAR","2011/3/1","Cali",23
"778",2012,"MAR","2012/3/1","Cali",23.4
"779",2013,"MAR","2013/3/1","Cali",24.2
"780",2014,"MAR","2014/3/1","Cali",23.9
"781",1951,"APR","1951/4/1","Cali",23.1
"782",1952,"APR","1952/4/1","Cali",22.9
"783",1953,"APR","1953/4/1","Cali",22.9
"784",1954,"APR","1954/4/1","Cali",22.7
"785",1955,"APR","1955/4/1","Cali",23.8
"786",1956,"APR","1956/4/1","Cali",23.9
"787",1957,"APR","1957/4/1","Cali",23.5
"788",1958,"APR","1958/4/1","Cali",24.7
"789",1959,"APR","1959/4/1","Cali",23.4
"790",1960,"APR","1960/4/1","Cali",22.9
"791",1961,"APR","1961/4/1","Cali",22.8
"792",1962,"APR","1962/4/1","Cali",22.1
"793",1963,"APR","1963/4/1","Cali",23.1
"794",1964,"APR","1964/4/1","Cali",23.3
"795",1965,"APR","1965/4/1","Cali",NA
"796",1966,"APR","1966/4/1","Cali",23.4
"797",1967,"APR","1967/4/1","Cali",23.1
"798",1968,"APR","1968/4/1","Cali",22.9
"799",1969,"APR","1969/4/1","Cali",22.7
"800",1970,"APR","1970/4/1","Cali",22.8
"801",1971,"APR","1971/4/1","Cali",22.8
"802",1972,"APR","1972/4/1","Cali",23.8
"803",1973,"APR","1973/4/1","Cali",23.6
"804",1974,"APR","1974/4/1","Cali",22.6
"805",1975,"APR","1975/4/1","Cali",23.5
"806",1976,"APR","1976/4/1","Cali",23.2
"807",1977,"APR","1977/4/1","Cali",23.6
"808",1978,"APR","1978/4/1","Cali",23.1
"809",1979,"APR","1979/4/1","Cali",23.8
"810",1980,"APR","1980/4/1","Cali",24
"811",1981,"APR","1981/4/1","Cali",23.3
"812",1982,"APR","1982/4/1","Cali",23.1
"813",1983,"APR","1983/4/1","Cali",23.9
"814",1984,"APR","1984/4/1","Cali",23
"815",1985,"APR","1985/4/1","Cali",23.8
"816",1986,"APR","1986/4/1","Cali",23.6
"817",1987,"APR","1987/4/1","Cali",23.6
"818",1988,"APR","1988/4/1","Cali",23.5
"819",1989,"APR","1989/4/1","Cali",24.3
"820",1990,"APR","1990/4/1","Cali",24.1
"821",1991,"APR","1991/4/1","Cali",23.4
"822",1992,"APR","1992/4/1","Cali",24.3
"823",1993,"APR","1993/4/1","Cali",23.4
"824",1994,"APR","1994/4/1","Cali",23.6
"825",1995,"APR","1995/4/1","Cali",23.9
"826",1996,"APR","1996/4/1","Cali",23.5
"827",1997,"APR","1997/4/1","Cali",23.7
"828",1998,"APR","1998/4/1","Cali",24.3
"829",1999,"APR","1999/4/1","Cali",23.6
"830",2000,"APR","2000/4/1","Cali",23.5
"831",2001,"APR","2001/4/1","Cali",24
"832",2002,"APR","2002/4/1","Cali",23.2
"833",2003,"APR","2003/4/1","Cali",23.6
"834",2004,"APR","2004/4/1","Cali",23.6
"835",2005,"APR","2005/4/1","Cali",24.2
"836",2006,"APR","2006/4/1","Cali",23.4
"837",2007,"APR","2007/4/1","Cali",23.2
"838",2008,"APR","2008/4/1","Cali",23
"839",2009,"APR","2009/4/1","Cali",23.8
"840",2010,"APR","2010/4/1","Cali",23.8
"841",2011,"APR","2011/4/1","Cali",23
"842",2012,"APR","2012/4/1","Cali",22.9
"843",2013,"APR","2013/4/1","Cali",24.2
"844",2014,"APR","2014/4/1","Cali",24.1
"845",1951,"MAY","1951/5/1","Cali",23.3
"846",1952,"MAY","1952/5/1","Cali",22.8
"847",1953,"MAY","1953/5/1","Cali",22.6
"848",1954,"MAY","1954/5/1","Cali",22.9
"849",1955,"MAY","1955/5/1","Cali",24
"850",1956,"MAY","1956/5/1","Cali",23.7
"851",1957,"MAY","1957/5/1","Cali",NA
"852",1958,"MAY","1958/5/1","Cali",NA
"853",1959,"MAY","1959/5/1","Cali",22.9
"854",1960,"MAY","1960/5/1","Cali",23.2
"855",1961,"MAY","1961/5/1","Cali",23.7
"856",1962,"MAY","1962/5/1","Cali",21.7
"857",1963,"MAY","1963/5/1","Cali",23.1
"858",1964,"MAY","1964/5/1","Cali",23.3
"859",1965,"MAY","1965/5/1","Cali",NA
"860",1966,"MAY","1966/5/1","Cali",22.7
"861",1967,"MAY","1967/5/1","Cali",22.8
"862",1968,"MAY","1968/5/1","Cali",22.9
"863",1969,"MAY","1969/5/1","Cali",23.3
"864",1970,"MAY","1970/5/1","Cali",22.6
"865",1971,"MAY","1971/5/1","Cali",22.7
"866",1972,"MAY","1972/5/1","Cali",23.5
"867",1973,"MAY","1973/5/1","Cali",23.3
"868",1974,"MAY","1974/5/1","Cali",22.9
"869",1975,"MAY","1975/5/1","Cali",22.9
"870",1976,"MAY","1976/5/1","Cali",22.9
"871",1977,"MAY","1977/5/1","Cali",23.5
"872",1978,"MAY","1978/5/1","Cali",23.2
"873",1979,"MAY","1979/5/1","Cali",23.3
"874",1980,"MAY","1980/5/1","Cali",24
"875",1981,"MAY","1981/5/1","Cali",23
"876",1982,"MAY","1982/5/1","Cali",23.3
"877",1983,"MAY","1983/5/1","Cali",24.3
"878",1984,"MAY","1984/5/1","Cali",23
"879",1985,"MAY","1985/5/1","Cali",23.6
"880",1986,"MAY","1986/5/1","Cali",23.2
"881",1987,"MAY","1987/5/1","Cali",23.3
"882",1988,"MAY","1988/5/1","Cali",24
"883",1989,"MAY","1989/5/1","Cali",23.1
"884",1990,"MAY","1990/5/1","Cali",23.7
"885",1991,"MAY","1991/5/1","Cali",23.5
"886",1992,"MAY","1992/5/1","Cali",24
"887",1993,"MAY","1993/5/1","Cali",23.2
"888",1994,"MAY","1994/5/1","Cali",23.8
"889",1995,"MAY","1995/5/1","Cali",24.1
"890",1996,"MAY","1996/5/1","Cali",23.7
"891",1997,"MAY","1997/5/1","Cali",24
"892",1998,"MAY","1998/5/1","Cali",24.8
"893",1999,"MAY","1999/5/1","Cali",23.3
"894",2000,"MAY","2000/5/1","Cali",23.4
"895",2001,"MAY","2001/5/1","Cali",23.4
"896",2002,"MAY","2002/5/1","Cali",23.8
"897",2003,"MAY","2003/5/1","Cali",24.1
"898",2004,"MAY","2004/5/1","Cali",23.5
"899",2005,"MAY","2005/5/1","Cali",23.6
"900",2006,"MAY","2006/5/1","Cali",23.6
"901",2007,"MAY","2007/5/1","Cali",23.4
"902",2008,"MAY","2008/5/1","Cali",22.8
"903",2009,"MAY","2009/5/1","Cali",NA
"904",2010,"MAY","2010/5/1","Cali",24.1
"905",2011,"MAY","2011/5/1","Cali",23.7
"906",2012,"MAY","2012/5/1","Cali",23.4
"907",2013,"MAY","2013/5/1","Cali",23
"908",2014,"MAY","2014/5/1","Cali",23.7
"909",1951,"JUN","1951/6/1","Cali",23.2
"910",1952,"JUN","1952/6/1","Cali",23
"911",1953,"JUN","1953/6/1","Cali",23.2
"912",1954,"JUN","1954/6/1","Cali",22.3
"913",1955,"JUN","1955/6/1","Cali",23.1
"914",1956,"JUN","1956/6/1","Cali",23.2
"915",1957,"JUN","1957/6/1","Cali",NA
"916",1958,"JUN","1958/6/1","Cali",24.9
"917",1959,"JUN","1959/6/1","Cali",22.6
"918",1960,"JUN","1960/6/1","Cali",23.3
"919",1961,"JUN","1961/6/1","Cali",22.9
"920",1962,"JUN","1962/6/1","Cali",21.8
"921",1963,"JUN","1963/6/1","Cali",23.6
"922",1964,"JUN","1964/6/1","Cali",NA
"923",1965,"JUN","1965/6/1","Cali",NA
"924",1966,"JUN","1966/6/1","Cali",23
"925",1967,"JUN","1967/6/1","Cali",22.4
"926",1968,"JUN","1968/6/1","Cali",22.2
"927",1969,"JUN","1969/6/1","Cali",23.1
"928",1970,"JUN","1970/6/1","Cali",23.2
"929",1971,"JUN","1971/6/1","Cali",22.7
"930",1972,"JUN","1972/6/1","Cali",24.1
"931",1973,"JUN","1973/6/1","Cali",23.1
"932",1974,"JUN","1974/6/1","Cali",23
"933",1975,"JUN","1975/6/1","Cali",23.2
"934",1976,"JUN","1976/6/1","Cali",23.2
"935",1977,"JUN","1977/6/1","Cali",23.5
"936",1978,"JUN","1978/6/1","Cali",23.2
"937",1979,"JUN","1979/6/1","Cali",23.5
"938",1980,"JUN","1980/6/1","Cali",23.6
"939",1981,"JUN","1981/6/1","Cali",23.1
"940",1982,"JUN","1982/6/1","Cali",24
"941",1983,"JUN","1983/6/1","Cali",24.3
"942",1984,"JUN","1984/6/1","Cali",23.4
"943",1985,"JUN","1985/6/1","Cali",23.5
"944",1986,"JUN","1986/6/1","Cali",23.4
"945",1987,"JUN","1987/6/1","Cali",24.6
"946",1988,"JUN","1988/6/1","Cali",23.6
"947",1989,"JUN","1989/6/1","Cali",23.1
"948",1990,"JUN","1990/6/1","Cali",23.7
"949",1991,"JUN","1991/6/1","Cali",24.1
"950",1992,"JUN","1992/6/1","Cali",24.4
"951",1993,"JUN","1993/6/1","Cali",23.7
"952",1994,"JUN","1994/6/1","Cali",24.2
"953",1995,"JUN","1995/6/1","Cali",24.4
"954",1996,"JUN","1996/6/1","Cali",23.9
"955",1997,"JUN","1997/6/1","Cali",23.2
"956",1998,"JUN","1998/6/1","Cali",24.5
"957",1999,"JUN","1999/6/1","Cali",23.3
"958",2000,"JUN","2000/6/1","Cali",23.5
"959",2001,"JUN","2001/6/1","Cali",23.5
"960",2002,"JUN","2002/6/1","Cali",23
"961",2003,"JUN","2003/6/1","Cali",23
"962",2004,"JUN","2004/6/1","Cali",23.8
"963",2005,"JUN","2005/6/1","Cali",23.7
"964",2006,"JUN","2006/6/1","Cali",23.3
"965",2007,"JUN","2007/6/1","Cali",23.4
"966",2008,"JUN","2008/6/1","Cali",23.1
"967",2009,"JUN","2009/6/1","Cali",23.6
"968",2010,"JUN","2010/6/1","Cali",23.4
"969",2011,"JUN","2011/6/1","Cali",23.9
"970",2012,"JUN","2012/6/1","Cali",24
"971",2013,"JUN","2013/6/1","Cali",24.1
"972",2014,"JUN","2014/6/1","Cali",NA
"973",1951,"JUL","1951/7/1","Cali",23.2
"974",1952,"JUL","1952/7/1","Cali",23.2
"975",1953,"JUL","1953/7/1","Cali",23.2
"976",1954,"JUL","1954/7/1","Cali",22.4
"977",1955,"JUL","1955/7/1","Cali",23.1
"978",1956,"JUL","1956/7/1","Cali",23.8
"979",1957,"JUL","1957/7/1","Cali",24.8
"980",1958,"JUL","1958/7/1","Cali",NA
"981",1959,"JUL","1959/7/1","Cali",22.9
"982",1960,"JUL","1960/7/1","Cali",23.1
"983",1961,"JUL","1961/7/1","Cali",22.7
"984",1962,"JUL","1962/7/1","Cali",23.4
"985",1963,"JUL","1963/7/1","Cali",23.2
"986",1964,"JUL","1964/7/1","Cali",NA
"987",1965,"JUL","1965/7/1","Cali",NA
"988",1966,"JUL","1966/7/1","Cali",23.5
"989",1967,"JUL","1967/7/1","Cali",22.8
"990",1968,"JUL","1968/7/1","Cali",23.1
"991",1969,"JUL","1969/7/1","Cali",23.1
"992",1970,"JUL","1970/7/1","Cali",23.3
"993",1971,"JUL","1971/7/1","Cali",23
"994",1972,"JUL","1972/7/1","Cali",24.5
"995",1973,"JUL","1973/7/1","Cali",23.6
"996",1974,"JUL","1974/7/1","Cali",23.1
"997",1975,"JUL","1975/7/1","Cali",22.2
"998",1976,"JUL","1976/7/1","Cali",23.8
"999",1977,"JUL","1977/7/1","Cali",24
"1000",1978,"JUL","1978/7/1","Cali",23.4
"1001",1979,"JUL","1979/7/1","Cali",23.9
"1002",1980,"JUL","1980/7/1","Cali",24
"1003",1981,"JUL","1981/7/1","Cali",23.5
"1004",1982,"JUL","1982/7/1","Cali",23.8
"1005",1983,"JUL","1983/7/1","Cali",24.5
"1006",1984,"JUL","1984/7/1","Cali",23.5
"1007",1985,"JUL","1985/7/1","Cali",23.5
"1008",1986,"JUL","1986/7/1","Cali",24
"1009",1987,"JUL","1987/7/1","Cali",24
"1010",1988,"JUL","1988/7/1","Cali",23.7
"1011",1989,"JUL","1989/7/1","Cali",24.2
"1012",1990,"JUL","1990/7/1","Cali",23.8
"1013",1991,"JUL","1991/7/1","Cali",23.6
"1014",1992,"JUL","1992/7/1","Cali",23.7
"1015",1993,"JUL","1993/7/1","Cali",24
"1016",1994,"JUL","1994/7/1","Cali",23.8
"1017",1995,"JUL","1995/7/1","Cali",24
"1018",1996,"JUL","1996/7/1","Cali",24.1
"1019",1997,"JUL","1997/7/1","Cali",24.3
"1020",1998,"JUL","1998/7/1","Cali",24.2
"1021",1999,"JUL","1999/7/1","Cali",24.1
"1022",2000,"JUL","2000/7/1","Cali",23.9
"1023",2001,"JUL","2001/7/1","Cali",23.6
"1024",2002,"JUL","2002/7/1","Cali",24.1
"1025",2003,"JUL","2003/7/1","Cali",23.7
"1026",2004,"JUL","2004/7/1","Cali",23.2
"1027",2005,"JUL","2005/7/1","Cali",24.1
"1028",2006,"JUL","2006/7/1","Cali",24.3
"1029",2007,"JUL","2007/7/1","Cali",23.8
"1030",2008,"JUL","2008/7/1","Cali",23.1
"1031",2009,"JUL","2009/7/1","Cali",24.6
"1032",2010,"JUL","2010/7/1","Cali",23
"1033",2011,"JUL","2011/7/1","Cali",23.6
"1034",2012,"JUL","2012/7/1","Cali",NA
"1035",2013,"JUL","2013/7/1","Cali",24.1
"1036",2014,"JUL","2014/7/1","Cali",NA
"1037",1951,"AUG","1951/8/1","Cali",23.8
"1038",1952,"AUG","1952/8/1","Cali",23.3
"1039",1953,"AUG","1953/8/1","Cali",24.2
"1040",1954,"AUG","1954/8/1","Cali",22.8
"1041",1955,"AUG","1955/8/1","Cali",23.9
"1042",1956,"AUG","1956/8/1","Cali",24
"1043",1957,"AUG","1957/8/1","Cali",NA
"1044",1958,"AUG","1958/8/1","Cali",NA
"1045",1959,"AUG","1959/8/1","Cali",23
"1046",1960,"AUG","1960/8/1","Cali",23.6
